feature,importance,fold
NAME_CONTRACT_TYPE_Revolving_loans,3207.7237091064453,2
NAME_CONTRACT_TYPE_nan,0.0,2
CODE_GENDER_F,44815.02583885193,2
CODE_GENDER_M,32887.85648918152,2
CODE_GENDER_XNA,0.0,2
CODE_GENDER_nan,0.0,2
FLAG_OWN_CAR_N,11859.23646068573,2
FLAG_OWN_CAR_Y,901.1959810256958,2
FLAG_OWN_CAR_nan,0.0,2
FLAG_OWN_REALTY_N,3103.3267822265625,2
FLAG_OWN_REALTY_Y,320.08850288391113,2
FLAG_OWN_REALTY_nan,0.0,2
NAME_TYPE_SUITE_Children,489.9495048522949,2
NAME_TYPE_SUITE_Family,1044.4605045318604,2
NAME_TYPE_SUITE_Group_of_people,0.0,2
NAME_TYPE_SUITE_Other_A,0.0,2
NAME_TYPE_SUITE_Other_B,54.64789962768555,2
NAME_TYPE_SUITE_Spouse_partner,672.362003326416,2
NAME_TYPE_SUITE_Unaccompanied,2056.9432888031006,2
NAME_TYPE_SUITE_nan,106.7333984375,2
NAME_INCOME_TYPE_Businessman,0.0,2
NAME_INCOME_TYPE_Commercial_associate,1568.2453022003174,2
NAME_INCOME_TYPE_Maternity_leave,0.0,2
NAME_INCOME_TYPE_Pensioner,1676.8078002929688,2
NAME_INCOME_TYPE_State_servant,5596.337278366089,2
NAME_INCOME_TYPE_Student,0.0,2
NAME_INCOME_TYPE_Unemployed,0.0,2
NAME_INCOME_TYPE_Working,11451.166507720947,2
NAME_INCOME_TYPE_nan,0.0,2
NAME_EDUCATION_TYPE_Academic_degree,0.0,2
NAME_EDUCATION_TYPE_Higher_education,56764.248569488525,2
NAME_EDUCATION_TYPE_Incomplete_higher,1185.4053993225098,2
NAME_EDUCATION_TYPE_Lower_secondary,1616.0506925582886,2
NAME_EDUCATION_TYPE_Secondary__secondary_special,16918.872928619385,2
NAME_EDUCATION_TYPE_nan,0.0,2
NAME_FAMILY_STATUS_Civil_marriage,1730.6459140777588,2
NAME_FAMILY_STATUS_Married,21930.779348373413,2
NAME_FAMILY_STATUS_Separated,662.9373016357422,2
NAME_FAMILY_STATUS_Single__not_married,2543.154811859131,2
NAME_FAMILY_STATUS_Unknown,0.0,2
NAME_FAMILY_STATUS_Widow,1697.8798961639404,2
NAME_FAMILY_STATUS_nan,0.0,2
NAME_HOUSING_TYPE_Co-op_apartment,0.0,2
NAME_HOUSING_TYPE_House__apartment,4630.866891860962,2
NAME_HOUSING_TYPE_Municipal_apartment,1132.4912910461426,2
NAME_HOUSING_TYPE_Office_apartment,1874.6162023544312,2
NAME_HOUSING_TYPE_Rented_apartment,1473.2275047302246,2
NAME_HOUSING_TYPE_With_parents,713.2522087097168,2
NAME_HOUSING_TYPE_nan,0.0,2
WEEKDAY_APPR_PROCESS_START_FRIDAY,1126.4645080566406,2
WEEKDAY_APPR_PROCESS_START_MONDAY,2024.2624921798706,2
WEEKDAY_APPR_PROCESS_START_SATURDAY,1739.1725978851318,2
WEEKDAY_APPR_PROCESS_START_SUNDAY,1130.168601989746,2
WEEKDAY_APPR_PROCESS_START_THURSDAY,1279.7854080200195,2
WEEKDAY_APPR_PROCESS_START_TUESDAY,1792.3325958251953,2
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,1864.4662971496582,2
WEEKDAY_APPR_PROCESS_START_nan,0.0,2
FONDKAPREMONT_MODE_not_specified,982.7175102233887,2
FONDKAPREMONT_MODE_org_spec_account,377.0096015930176,2
FONDKAPREMONT_MODE_reg_oper_account,1044.9258079528809,2
FONDKAPREMONT_MODE_reg_oper_spec_account,688.1157932281494,2
FONDKAPREMONT_MODE_nan,183.13209915161133,2
HOUSETYPE_MODE_block_of_flats,0.0,2
HOUSETYPE_MODE_specific_housing,181.5261001586914,2
HOUSETYPE_MODE_terraced_house,0.0,2
HOUSETYPE_MODE_nan,135.4738006591797,2
WALLSMATERIAL_MODE_Block,1128.304708480835,2
WALLSMATERIAL_MODE_Mixed,224.87140655517578,2
WALLSMATERIAL_MODE_Monolithic,92.95109939575195,2
WALLSMATERIAL_MODE_Others,597.9213981628418,2
WALLSMATERIAL_MODE_Panel,1804.4518070220947,2
WALLSMATERIAL_MODE_Stone_brick,2342.05379486084,2
WALLSMATERIAL_MODE_Wooden,38.564701080322266,2
WALLSMATERIAL_MODE_nan,166.1250991821289,2
EMERGENCYSTATE_MODE_No,69.78909873962402,2
EMERGENCYSTATE_MODE_Yes,520.8017082214355,2
EMERGENCYSTATE_MODE_nan,309.5722961425781,2
OCCUPATION_TYPE_FE,21263.569016456604,2
ORGANIZATION_TYPE_FE,32143.381854057312,2
CNT_CHILDREN,2350.760696411133,3
AMT_INCOME_TOTAL,23850.66889667511,3
AMT_CREDIT,102195.93060874939,3
AMT_ANNUITY,92815.58797454834,3
AMT_GOODS_PRICE,89834.45452690125,3
REGION_POPULATION_RELATIVE,44006.34223937988,3
DAYS_BIRTH,92009.64039039612,3
DAYS_EMPLOYED,108146.06042671204,3
DAYS_REGISTRATION,51393.24796676636,3
DAYS_ID_PUBLISH,73935.04204559326,3
OWN_CAR_AGE,33597.06885910034,3
FLAG_MOBIL,0.0,3
FLAG_EMP_PHONE,1245.4467124938965,3
FLAG_WORK_PHONE,4679.049394607544,3
FLAG_CONT_MOBILE,0.0,3
FLAG_PHONE,2672.1555881500244,3
FLAG_EMAIL,1410.3908042907715,3
CNT_FAM_MEMBERS,4641.673791885376,3
REGION_RATING_CLIENT,7483.9918212890625,3
REGION_RATING_CLIENT_W_CITY,16546.87385559082,3
HOUR_APPR_PROCESS_START,13913.54270362854,3
REG_REGION_NOT_LIVE_REGION,318.17850494384766,3
REG_REGION_NOT_WORK_REGION,181.16820526123047,3
LIVE_REGION_NOT_WORK_REGION,217.37779998779297,3
REG_CITY_NOT_LIVE_CITY,11171.288890838623,3
REG_CITY_NOT_WORK_CITY,1182.7001037597656,3
LIVE_CITY_NOT_WORK_CITY,709.6832962036133,3
EXT_SOURCE_1,240669.15441131592,3
EXT_SOURCE_2,678644.6161184311,3
EXT_SOURCE_3,700766.720363617,3
APARTMENTS_AVG,11195.324224472046,3
BASEMENTAREA_AVG,5988.463401794434,3
YEARS_BEGINEXPLUATATION_AVG,10357.690311431885,3
YEARS_BUILD_AVG,5220.091411590576,3
COMMONAREA_AVG,6587.262678146362,3
ELEVATORS_AVG,1876.161907196045,3
ENTRANCES_AVG,6843.544206619263,3
FLOORSMAX_AVG,6994.062215805054,3
FLOORSMIN_AVG,3730.2667293548584,3
LANDAREA_AVG,9562.403387069702,3
LIVINGAPARTMENTS_AVG,5034.1010093688965,3
LIVINGAREA_AVG,9981.645406723022,3
NONLIVINGAPARTMENTS_AVG,3797.332904815674,3
NONLIVINGAREA_AVG,7662.17858505249,3
APARTMENTS_MODE,10367.871084213257,3
BASEMENTAREA_MODE,9084.332088470459,3
YEARS_BEGINEXPLUATATION_MODE,13191.515581130981,3
YEARS_BUILD_MODE,6123.914527893066,3
COMMONAREA_MODE,6819.065299987793,3
ELEVATORS_MODE,1138.474199295044,3
ENTRANCES_MODE,3710.478693008423,3
FLOORSMAX_MODE,1825.501615524292,3
FLOORSMIN_MODE,1579.8106956481934,3
LANDAREA_MODE,9198.0809841156,3
LIVINGAPARTMENTS_MODE,5684.693801879883,3
LIVINGAREA_MODE,11332.470218658447,3
NONLIVINGAPARTMENTS_MODE,3099.0769271850586,3
NONLIVINGAREA_MODE,8261.084581375122,3
APARTMENTS_MEDI,6051.363906860352,3
BASEMENTAREA_MEDI,6150.709308624268,3
YEARS_BEGINEXPLUATATION_MEDI,8163.864276885986,3
YEARS_BUILD_MEDI,5255.327312469482,3
COMMONAREA_MEDI,5691.403476715088,3
ELEVATORS_MEDI,1390.6102867126465,3
ENTRANCES_MEDI,2409.413013458252,3
FLOORSMAX_MEDI,3006.6066665649414,3
FLOORSMIN_MEDI,1443.2955055236816,3
LANDAREA_MEDI,7818.929758071899,3
LIVINGAPARTMENTS_MEDI,4172.7346267700195,3
LIVINGAREA_MEDI,7412.447326660156,3
NONLIVINGAPARTMENTS_MEDI,2286.357597351074,3
NONLIVINGAREA_MEDI,5564.841495513916,3
TOTALAREA_MODE,20105.76996612549,3
OBS_30_CNT_SOCIAL_CIRCLE,5853.248180389404,3
DEF_30_CNT_SOCIAL_CIRCLE,12079.037815093994,3
OBS_60_CNT_SOCIAL_CIRCLE,7275.573810577393,3
DEF_60_CNT_SOCIAL_CIRCLE,11476.73861694336,3
DAYS_LAST_PHONE_CHANGE,61401.06262397766,3
FLAG_DOCUMENT_2,0.0,3
FLAG_DOCUMENT_3,22148.627309799194,3
FLAG_DOCUMENT_4,0.0,3
FLAG_DOCUMENT_5,109.74949645996094,3
FLAG_DOCUMENT_6,438.82869720458984,3
FLAG_DOCUMENT_7,0.0,3
FLAG_DOCUMENT_8,575.326301574707,3
FLAG_DOCUMENT_9,0.0,3
FLAG_DOCUMENT_10,0.0,3
FLAG_DOCUMENT_11,790.9626121520996,3
FLAG_DOCUMENT_12,0.0,3
FLAG_DOCUMENT_13,973.2607040405273,3
FLAG_DOCUMENT_14,356.61920070648193,3
FLAG_DOCUMENT_15,67.11660194396973,3
FLAG_DOCUMENT_16,3944.9496059417725,3
FLAG_DOCUMENT_17,0.0,3
FLAG_DOCUMENT_18,3753.577573776245,3
FLAG_DOCUMENT_19,0.0,3
FLAG_DOCUMENT_20,0.0,3
FLAG_DOCUMENT_21,0.0,3
AMT_REQ_CREDIT_BUREAU_HOUR,53.54209899902344,3
AMT_REQ_CREDIT_BUREAU_DAY,0.0,3
AMT_REQ_CREDIT_BUREAU_WEEK,2233.1659965515137,3
AMT_REQ_CREDIT_BUREAU_MON,5719.302416801453,3
AMT_REQ_CREDIT_BUREAU_QRT,10786.276401519775,3
AMT_REQ_CREDIT_BUREAU_YEAR,8608.313404083252,3
AMT_ANNUITY_NA,0.0,3
AMT_GOODS_PRICE_NA,0.0,3
AGE_YEARS,81876.51856994629,3
CREDIT_INCOME_RATIO,54130.33176803589,3
BUREAU_AMT_CREDIT_SUM_SUM,40303.10748672485,3
BUREAU_AMT_CREDIT_SUM_MEAN,40755.95341682434,3
BUREAU_AMT_CREDIT_SUM_MAX,43939.904052734375,3
BUREAU_AMT_CREDIT_SUM_MIN,35602.76111412048,3
BUREAU_AMT_CREDIT_SUM_STD,35630.04194831848,3
BUREAU_AMT_CREDIT_SUM_DEBT_SUM,27825.321102142334,3
BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,50661.338713645935,3
BUREAU_AMT_CREDIT_SUM_DEBT_MAX,19565.9543132782,3
BUREAU_AMT_CREDIT_SUM_DEBT_MIN,11623.762706756592,3
BUREAU_AMT_CREDIT_SUM_DEBT_STD,48509.469623565674,3
BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,6129.869304656982,3
BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,11203.823125839233,3
BUREAU_AMT_CREDIT_SUM_LIMIT_MAX,6801.777196884155,3
BUREAU_AMT_CREDIT_SUM_LIMIT_MIN,1774.496997833252,3
BUREAU_AMT_CREDIT_SUM_LIMIT_STD,7467.4102783203125,3
BUREAU_AMT_ANNUITY_SUM,5517.617406845093,3
BUREAU_AMT_ANNUITY_MEAN,8734.841625213623,3
BUREAU_AMT_ANNUITY_MAX,6151.422723770142,3
BUREAU_AMT_ANNUITY_MIN,6399.501089096069,3
BUREAU_AMT_ANNUITY_STD,7023.0022830963135,3
BUREAU_CREDIT_ACTIVE_NUNIQUE,1599.669298171997,3
BUREAU_CREDIT_ACTIVE_<LAMBDA_0>,32265.997024536133,3
PREV_AMT_ANNUITY_SUM,27335.018125534058,3
PREV_AMT_ANNUITY_MEAN,36496.932024002075,3
PREV_AMT_ANNUITY_MAX,31997.51559829712,3
PREV_AMT_ANNUITY_MIN,38992.26038646698,3
PREV_AMT_ANNUITY_STD,28066.073581695557,3
PREV_AMT_APPLICATION_SUM,21990.089762687683,3
PREV_AMT_APPLICATION_MEAN,21387.58888244629,3
PREV_AMT_APPLICATION_MAX,17609.569805145264,3
PREV_AMT_APPLICATION_MIN,15563.256496429443,3
PREV_AMT_APPLICATION_STD,23168.857791900635,3
PREV_AMT_CREDIT_SUM,26810.271265029907,3
PREV_AMT_CREDIT_MEAN,22824.516469955444,3
PREV_AMT_CREDIT_MAX,27415.352201461792,3
PREV_AMT_CREDIT_MIN,19248.228525161743,3
PREV_AMT_CREDIT_STD,35148.97805595398,3
PREV_AMT_DOWN_PAYMENT_SUM,65669.63212585449,3
PREV_AMT_DOWN_PAYMENT_MEAN,28904.0003490448,3
PREV_AMT_DOWN_PAYMENT_MAX,40451.0874004364,3
PREV_AMT_DOWN_PAYMENT_MIN,14040.431209564209,3
PREV_AMT_DOWN_PAYMENT_STD,28712.31392288208,3
PREV_NAME_CONTRACT_STATUS_<LAMBDA>,57472.66670703888,3
PREV_DAYS_DECISION_MIN,51717.325494766235,3
PREV_DAYS_DECISION_MAX,39996.307624816895,3
INST_DAYS_LATE_MEAN,43446.08081626892,3
INST_DAYS_LATE_MAX,55784.40951347351,3
INST_DAYS_LATE_SUM,43747.61708545685,3
INST_DAYS_LATE_STD,45651.88436794281,3
INST_LATE_FLAG_SUM,8564.687320709229,3
INST_LATE_FLAG_MEAN,143212.16231822968,3
INST_AMT_PAYMENT_SUM,75536.69788837433,3
INST_AMT_PAYMENT_MEAN,42234.40051841736,3
INST_AMT_PAYMENT_MAX,66547.43263816833,3
CC_CC_UTIL_MEAN,56181.79232215881,3
CC_CC_UTIL_MAX,30772.609804153442,3
CC_CC_UTIL_STD,14327.320121765137,3
CC_AMT_BALANCE_MEAN,17129.534595489502,3
CC_AMT_BALANCE_MAX,18294.418170928955,3
CC_SK_ID_PREV_NUNIQUE,758.431300163269,3
CC_SK_ID_PREV_COUNT,37890.8178024292,3
POS_MONTHS_BALANCE_MIN,61198.33603096008,3
POS_MONTHS_BALANCE_MAX,35550.160316467285,3
POS_MONTHS_BALANCE_COUNT,35063.50506210327,3
POS_NAME_CONTRACT_STATUS_<LAMBDA>,35786.058809280396,3
CREDIT_TO_INCOME,10023.213516235352,3
ANNUITY_TO_INCOME,60180.53142738342,3
EMPLOYED_YEARS,56407.568506240845,3
NAME_CONTRACT_TYPE_Cash_loans,13765.008934020996,3
NAME_CONTRACT_TYPE_Revolving_loans,2675.652992248535,3
NAME_CONTRACT_TYPE_nan,0.0,3
CODE_GENDER_F,32244.681566238403,3
CODE_GENDER_M,36180.27510261536,3
CODE_GENDER_XNA,0.0,3
CODE_GENDER_nan,0.0,3
FLAG_OWN_CAR_N,17199.507833480835,3
FLAG_OWN_CAR_Y,5570.7652950286865,3
FLAG_OWN_CAR_nan,0.0,3
FLAG_OWN_REALTY_N,2132.534994125366,3
FLAG_OWN_REALTY_Y,435.15040588378906,3
FLAG_OWN_REALTY_nan,0.0,3
NAME_TYPE_SUITE_Children,843.5118064880371,3
NAME_TYPE_SUITE_Family,767.8727035522461,3
NAME_TYPE_SUITE_Group_of_people,0.0,3
NAME_TYPE_SUITE_Other_A,0.0,3
NAME_TYPE_SUITE_Other_B,99.35169982910156,3
NAME_TYPE_SUITE_Spouse_partner,785.9309997558594,3
NAME_TYPE_SUITE_Unaccompanied,1719.0538940429688,3
NAME_TYPE_SUITE_nan,269.0911979675293,3
NAME_INCOME_TYPE_Businessman,0.0,3
NAME_INCOME_TYPE_Commercial_associate,1221.7166862487793,3
NAME_INCOME_TYPE_Maternity_leave,0.0,3
NAME_INCOME_TYPE_Pensioner,283.5426940917969,3
NAME_INCOME_TYPE_State_servant,3855.1694564819336,3
NAME_INCOME_TYPE_Student,0.0,3
NAME_INCOME_TYPE_Unemployed,0.0,3
NAME_INCOME_TYPE_Working,18827.682649612427,3
NAME_INCOME_TYPE_nan,0.0,3
NAME_EDUCATION_TYPE_Academic_degree,0.0,3
NAME_EDUCATION_TYPE_Higher_education,54935.87649154663,3
NAME_EDUCATION_TYPE_Incomplete_higher,962.1935939788818,3
NAME_EDUCATION_TYPE_Lower_secondary,81.42520141601562,3
NAME_EDUCATION_TYPE_Secondary__secondary_special,16365.788465499878,3
NAME_EDUCATION_TYPE_nan,0.0,3
NAME_FAMILY_STATUS_Civil_marriage,808.7913017272949,3
NAME_FAMILY_STATUS_Married,18590.693340301514,3
NAME_FAMILY_STATUS_Separated,1205.8315963745117,3
NAME_FAMILY_STATUS_Single__not_married,2604.902988433838,3
NAME_FAMILY_STATUS_Unknown,0.0,3
NAME_FAMILY_STATUS_Widow,1546.377914428711,3
NAME_FAMILY_STATUS_nan,0.0,3
NAME_HOUSING_TYPE_Co-op_apartment,0.0,3
NAME_HOUSING_TYPE_House__apartment,2832.7136840820312,3
NAME_HOUSING_TYPE_Municipal_apartment,2379.3056640625,3
NAME_HOUSING_TYPE_Office_apartment,1208.7510929107666,3
NAME_HOUSING_TYPE_Rented_apartment,188.29209899902344,3
NAME_HOUSING_TYPE_With_parents,589.9130020141602,3
NAME_HOUSING_TYPE_nan,0.0,3
WEEKDAY_APPR_PROCESS_START_FRIDAY,1787.7969932556152,3
WEEKDAY_APPR_PROCESS_START_MONDAY,1750.1755027770996,3
WEEKDAY_APPR_PROCESS_START_SATURDAY,1109.3127975463867,3
WEEKDAY_APPR_PROCESS_START_SUNDAY,1718.493290901184,3
WEEKDAY_APPR_PROCESS_START_THURSDAY,1418.3576030731201,3
WEEKDAY_APPR_PROCESS_START_TUESDAY,1872.4019088745117,3
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,1773.3991012573242,3
WEEKDAY_APPR_PROCESS_START_nan,0.0,3
FONDKAPREMONT_MODE_not_specified,391.2490997314453,3
FONDKAPREMONT_MODE_org_spec_account,421.0513038635254,3
FONDKAPREMONT_MODE_reg_oper_account,746.3525009155273,3
FONDKAPREMONT_MODE_reg_oper_spec_account,753.8760900497437,3
FONDKAPREMONT_MODE_nan,380.55270767211914,3
HOUSETYPE_MODE_block_of_flats,79.78300094604492,3
HOUSETYPE_MODE_specific_housing,0.0,3
HOUSETYPE_MODE_terraced_house,70.12999725341797,3
HOUSETYPE_MODE_nan,209.2209014892578,3
WALLSMATERIAL_MODE_Block,347.42699813842773,3
WALLSMATERIAL_MODE_Mixed,183.33909606933594,3
WALLSMATERIAL_MODE_Monolithic,0.0,3
WALLSMATERIAL_MODE_Others,52.25619888305664,3
WALLSMATERIAL_MODE_Panel,1476.953498840332,3
WALLSMATERIAL_MODE_Stone_brick,2561.2393312454224,3
WALLSMATERIAL_MODE_Wooden,112.47740173339844,3
WALLSMATERIAL_MODE_nan,88.2041015625,3
EMERGENCYSTATE_MODE_No,733.2009105682373,3
EMERGENCYSTATE_MODE_Yes,209.23569869995117,3
EMERGENCYSTATE_MODE_nan,378.0733013153076,3
OCCUPATION_TYPE_FE,20007.74200630188,3
ORGANIZATION_TYPE_FE,33129.116477012634,3
CNT_CHILDREN,2375.038194656372,4
AMT_INCOME_TOTAL,27645.00402545929,4
AMT_CREDIT,104309.62453651428,4
AMT_ANNUITY,104401.20750617981,4
AMT_GOODS_PRICE,86064.56655788422,4
REGION_POPULATION_RELATIVE,49449.68980026245,4
DAYS_BIRTH,102081.90642929077,4
DAYS_EMPLOYED,82362.97083854675,4
DAYS_REGISTRATION,60903.344635009766,4
DAYS_ID_PUBLISH,74733.85906887054,4
OWN_CAR_AGE,41255.26524353027,4
FLAG_MOBIL,0.0,4
FLAG_EMP_PHONE,1079.4014854431152,4
FLAG_WORK_PHONE,5047.6670026779175,4
FLAG_CONT_MOBILE,0.0,4
FLAG_PHONE,3947.7405862808228,4
FLAG_EMAIL,535.633710861206,4
CNT_FAM_MEMBERS,6554.266389846802,4
REGION_RATING_CLIENT,7789.635862350464,4
REGION_RATING_CLIENT_W_CITY,14803.139120101929,4
HOUR_APPR_PROCESS_START,21969.368503570557,4
REG_REGION_NOT_LIVE_REGION,739.734302520752,4
REG_REGION_NOT_WORK_REGION,981.0443000793457,4
LIVE_REGION_NOT_WORK_REGION,428.29169845581055,4
REG_CITY_NOT_LIVE_CITY,10857.233793258667,4
REG_CITY_NOT_WORK_CITY,2267.981590270996,4
LIVE_CITY_NOT_WORK_CITY,1161.902006149292,4
EXT_SOURCE_1,241832.79270648956,4
EXT_SOURCE_2,693191.1968736649,4
EXT_SOURCE_3,707474.3839826584,4
APARTMENTS_AVG,7309.063514709473,4
BASEMENTAREA_AVG,10810.644371032715,4
YEARS_BEGINEXPLUATATION_AVG,10358.593503952026,4
YEARS_BUILD_AVG,5453.352300643921,4
COMMONAREA_AVG,7398.499622344971,4
ELEVATORS_AVG,3608.8698863983154,4
ENTRANCES_AVG,8320.086065292358,4
FLOORSMAX_AVG,4820.619302749634,4
FLOORSMIN_AVG,4136.881092071533,4
LANDAREA_AVG,12046.93830871582,4
LIVINGAPARTMENTS_AVG,8282.356559753418,4
LIVINGAREA_AVG,10644.744199752808,4
NONLIVINGAPARTMENTS_AVG,5044.276477813721,4
NONLIVINGAREA_AVG,9030.084285736084,4
APARTMENTS_MODE,11726.650665283203,4
BASEMENTAREA_MODE,10051.472717285156,4
YEARS_BEGINEXPLUATATION_MODE,13386.990795135498,4
YEARS_BUILD_MODE,6767.285982131958,4
COMMONAREA_MODE,8007.052593231201,4
ELEVATORS_MODE,1464.0245151519775,4
ENTRANCES_MODE,5292.994501113892,4
FLOORSMAX_MODE,3671.838893890381,4
FLOORSMIN_MODE,1814.3346042633057,4
LANDAREA_MODE,11343.060235977173,4
LIVINGAPARTMENTS_MODE,8185.6998291015625,4
LIVINGAREA_MODE,11021.343603134155,4
NONLIVINGAPARTMENTS_MODE,2857.0820722579956,4
NONLIVINGAREA_MODE,10624.241577148438,4
APARTMENTS_MEDI,6895.198690414429,4
BASEMENTAREA_MEDI,7596.609781265259,4
YEARS_BEGINEXPLUATATION_MEDI,10455.707633018494,4
YEARS_BUILD_MEDI,4191.443702697754,4
COMMONAREA_MEDI,5522.9360065460205,4
ELEVATORS_MEDI,2100.3423919677734,4
ENTRANCES_MEDI,4355.614309310913,4
FLOORSMAX_MEDI,2993.161594390869,4
FLOORSMIN_MEDI,1415.7895126342773,4
LANDAREA_MEDI,7047.721719741821,4
LIVINGAPARTMENTS_MEDI,4387.439910888672,4
LIVINGAREA_MEDI,6852.34761428833,4
NONLIVINGAPARTMENTS_MEDI,2046.4085054397583,4
NONLIVINGAREA_MEDI,8330.170782089233,4
TOTALAREA_MODE,21644.954818725586,4
OBS_30_CNT_SOCIAL_CIRCLE,6945.837383270264,4
DEF_30_CNT_SOCIAL_CIRCLE,11146.821005821228,4
OBS_60_CNT_SOCIAL_CIRCLE,6489.619124412537,4
DEF_60_CNT_SOCIAL_CIRCLE,9515.817610740662,4
DAYS_LAST_PHONE_CHANGE,58956.500705718994,4
FLAG_DOCUMENT_2,0.0,4
FLAG_DOCUMENT_3,22501.617490768433,4
FLAG_DOCUMENT_4,0.0,4
FLAG_DOCUMENT_5,140.74469757080078,4
FLAG_DOCUMENT_6,1439.8462867736816,4
FLAG_DOCUMENT_7,0.0,4
FLAG_DOCUMENT_8,1151.8538856506348,4
FLAG_DOCUMENT_9,0.0,4
FLAG_DOCUMENT_10,0.0,4
FLAG_DOCUMENT_11,1005.2019157409668,4
FLAG_DOCUMENT_12,0.0,4
FLAG_DOCUMENT_13,4057.3867902755737,4
FLAG_DOCUMENT_14,1511.8176040649414,4
FLAG_DOCUMENT_15,277.349401473999,4
FLAG_DOCUMENT_16,3557.8596954345703,4
FLAG_DOCUMENT_17,0.0,4
FLAG_DOCUMENT_18,2874.2174015045166,4
