feature,coef,fold
NAME_CONTRACT_TYPE_nan,0.0,2
CODE_GENDER_F,-0.10930795715069128,2
CODE_GENDER_M,0.1095516129033455,2
CODE_GENDER_XNA,-0.028514652224782812,2
CODE_GENDER_nan,0.0,2
FLAG_OWN_CAR_N,0.10561761794044291,2
FLAG_OWN_CAR_Y,-0.10561761794045206,2
FLAG_OWN_CAR_nan,0.0,2
FLAG_OWN_REALTY_N,-0.002373754331387332,2
FLAG_OWN_REALTY_Y,0.0023737543313967244,2
FLAG_OWN_REALTY_nan,0.0,2
NAME_TYPE_SUITE_Children,0.007139456792088127,2
NAME_TYPE_SUITE_Family,0.003921334873327312,2
NAME_TYPE_SUITE_Group_of_people,-0.00035893488043524206,2
NAME_TYPE_SUITE_Other_A,-0.007304706249818802,2
NAME_TYPE_SUITE_Other_B,0.007536515541321935,2
NAME_TYPE_SUITE_Spouse_partner,-0.010131342934490277,2
NAME_TYPE_SUITE_Unaccompanied,0.001241416704952609,2
NAME_TYPE_SUITE_nan,-0.012252394947132482,2
NAME_INCOME_TYPE_Businessman,-0.02963964779373641,2
NAME_INCOME_TYPE_Commercial_associate,0.021255517996893767,2
NAME_INCOME_TYPE_Maternity_leave,0.010628132884946812,2
NAME_INCOME_TYPE_Pensioner,-0.08153447042254736,2
NAME_INCOME_TYPE_State_servant,-0.030738262335496206,2
NAME_INCOME_TYPE_Student,-0.05505329200765717,2
NAME_INCOME_TYPE_Unemployed,0.009896190292934495,2
NAME_INCOME_TYPE_Working,0.06139737288685555,2
NAME_INCOME_TYPE_nan,0.0,2
NAME_EDUCATION_TYPE_Academic_degree,-0.027448627111475606,2
NAME_EDUCATION_TYPE_Higher_education,-0.0779055689711161,2
NAME_EDUCATION_TYPE_Incomplete_higher,-0.015491203845712707,2
NAME_EDUCATION_TYPE_Lower_secondary,0.03224819655171215,2
NAME_EDUCATION_TYPE_Secondary__secondary_special,0.07337882590251228,2
NAME_EDUCATION_TYPE_nan,0.0,2
NAME_FAMILY_STATUS_Civil_marriage,0.028050939105715437,2
NAME_FAMILY_STATUS_Married,-0.04645385967330576,2
NAME_FAMILY_STATUS_Separated,0.026132073598311267,2
NAME_FAMILY_STATUS_Single__not_married,0.022566847340264155,2
NAME_FAMILY_STATUS_Unknown,-0.020540188406897794,2
NAME_FAMILY_STATUS_Widow,-0.001538603618878343,2
NAME_FAMILY_STATUS_nan,0.0,2
NAME_HOUSING_TYPE_Co-op_apartment,-0.0006138999460282771,2
NAME_HOUSING_TYPE_House__apartment,-0.014780591055565888,2
NAME_HOUSING_TYPE_Municipal_apartment,0.02599696127886383,2
NAME_HOUSING_TYPE_Office_apartment,-0.02145642385214981,2
NAME_HOUSING_TYPE_Rented_apartment,0.016089524869088177,2
NAME_HOUSING_TYPE_With_parents,-0.0009179416718634015,2
NAME_HOUSING_TYPE_nan,0.0,2
WEEKDAY_APPR_PROCESS_START_FRIDAY,0.008288537617183955,2
WEEKDAY_APPR_PROCESS_START_MONDAY,-0.013443914548731927,2
WEEKDAY_APPR_PROCESS_START_SATURDAY,-0.01650463098681172,2
WEEKDAY_APPR_PROCESS_START_SUNDAY,-0.01375955102562137,2
WEEKDAY_APPR_PROCESS_START_THURSDAY,0.007612306747530779,2
WEEKDAY_APPR_PROCESS_START_TUESDAY,0.013802449981862804,2
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.0056275010200253104,2
WEEKDAY_APPR_PROCESS_START_nan,0.0,2
FONDKAPREMONT_MODE_not_specified,0.011253514745629146,2
FONDKAPREMONT_MODE_org_spec_account,-0.0017615437345086602,2
FONDKAPREMONT_MODE_reg_oper_account,0.008730827500410076,2
FONDKAPREMONT_MODE_reg_oper_spec_account,-0.005914322998503432,2
FONDKAPREMONT_MODE_nan,-0.008292719027305466,2
HOUSETYPE_MODE_block_of_flats,0.021315242975424333,2
HOUSETYPE_MODE_specific_housing,0.013220769388100675,2
HOUSETYPE_MODE_terraced_house,0.001462617269977123,2
HOUSETYPE_MODE_nan,-0.023328377892739588,2
WALLSMATERIAL_MODE_Block,-0.0049654468743321545,2
WALLSMATERIAL_MODE_Mixed,0.009913884557280301,2
WALLSMATERIAL_MODE_Monolithic,-0.008566011680764374,2
WALLSMATERIAL_MODE_Others,0.011611006872200657,2
WALLSMATERIAL_MODE_Panel,-0.009607546330532981,2
WALLSMATERIAL_MODE_Stone_brick,0.02530497504825785,2
WALLSMATERIAL_MODE_Wooden,0.0008343437995604764,2
WALLSMATERIAL_MODE_nan,-0.013366752572597484,2
EMERGENCYSTATE_MODE_No,-0.03628246731147368,2
EMERGENCYSTATE_MODE_Yes,-0.0025359284146027105,2
EMERGENCYSTATE_MODE_nan,0.03674285374580432,2
OCCUPATION_TYPE_FE,-0.017296362752654313,2
ORGANIZATION_TYPE_FE,0.0419937940025186,2
CNT_CHILDREN,0.016365824997611297,3
AMT_INCOME_TOTAL,0.11444481836395745,3
AMT_CREDIT,0.8104747130337959,3
AMT_ANNUITY,0.08982284695414484,3
AMT_GOODS_PRICE,-0.8962622568825684,3
REGION_POPULATION_RELATIVE,0.04157206043990792,3
DAYS_BIRTH,0.043869860788272624,3
DAYS_EMPLOYED,0.07750011330504354,3
DAYS_REGISTRATION,0.030695504353312506,3
DAYS_ID_PUBLISH,0.06061978380193225,3
OWN_CAR_AGE,0.07710432358510134,3
FLAG_MOBIL,0.011519321736544004,3
FLAG_EMP_PHONE,-0.004791052926056853,3
FLAG_WORK_PHONE,0.05680566370570954,3
FLAG_CONT_MOBILE,-0.009464997526790263,3
FLAG_PHONE,-0.03680653404289837,3
FLAG_EMAIL,-0.019180978494221335,3
CNT_FAM_MEMBERS,-0.002233682881535906,3
REGION_RATING_CLIENT,-0.01754915972489037,3
REGION_RATING_CLIENT_W_CITY,0.10277110774192386,3
HOUR_APPR_PROCESS_START,-0.02006210022142839,3
REG_REGION_NOT_LIVE_REGION,-0.026845450412080415,3
REG_REGION_NOT_WORK_REGION,0.024712381803789502,3
LIVE_REGION_NOT_WORK_REGION,-0.030132578741901447,3
REG_CITY_NOT_LIVE_CITY,0.06308261119113194,3
REG_CITY_NOT_WORK_CITY,-0.030274019420354265,3
LIVE_CITY_NOT_WORK_CITY,0.022207428926424366,3
EXT_SOURCE_1,-0.07590815160119063,3
EXT_SOURCE_2,-0.38148874824241946,3
EXT_SOURCE_3,-0.38655817055815617,3
APARTMENTS_AVG,-0.012880695209324625,3
BASEMENTAREA_AVG,-0.00558921523154924,3
YEARS_BEGINEXPLUATATION_AVG,0.032598090814680805,3
YEARS_BUILD_AVG,-0.00823671043699247,3
COMMONAREA_AVG,-0.002264800406760181,3
ELEVATORS_AVG,0.005302995591526039,3
ENTRANCES_AVG,-0.015947512642697503,3
FLOORSMAX_AVG,0.09729784038402998,3
FLOORSMIN_AVG,0.00159947052881086,3
LANDAREA_AVG,0.00038114193450439465,3
LIVINGAPARTMENTS_AVG,-0.009300272023753687,3
LIVINGAREA_AVG,0.017284350277946062,3
NONLIVINGAPARTMENTS_AVG,0.010353453687342275,3
NONLIVINGAREA_AVG,-0.006461090404739389,3
APARTMENTS_MODE,-0.012952785331034016,3
BASEMENTAREA_MODE,-0.0055590502275004935,3
YEARS_BEGINEXPLUATATION_MODE,-0.023366928831556676,3
YEARS_BUILD_MODE,-0.008283071653017973,3
COMMONAREA_MODE,-0.0022350275590645517,3
ELEVATORS_MODE,0.00542971291961248,3
ENTRANCES_MODE,-0.01597434707070449,3
FLOORSMAX_MODE,-0.0882586933925459,3
FLOORSMIN_MODE,0.001567435136756319,3
LANDAREA_MODE,0.00035233236971046267,3
LIVINGAPARTMENTS_MODE,-0.00930162122422511,3
LIVINGAREA_MODE,0.01728362892417723,3
NONLIVINGAPARTMENTS_MODE,0.010394742655487895,3
NONLIVINGAREA_MODE,-0.0065364205477971725,3
APARTMENTS_MEDI,-0.012895818978111092,3
BASEMENTAREA_MEDI,-0.005547527194784134,3
YEARS_BEGINEXPLUATATION_MEDI,-0.023850164291207898,3
YEARS_BUILD_MEDI,-0.00826116553169434,3
COMMONAREA_MEDI,-0.002281109228562795,3
ELEVATORS_MEDI,0.005347990646971128,3
ENTRANCES_MEDI,-0.01594274552420934,3
FLOORSMAX_MEDI,-0.027682363726507293,3
FLOORSMIN_MEDI,0.0016026683882245179,3
LANDAREA_MEDI,0.0003620507335140109,3
LIVINGAPARTMENTS_MEDI,-0.009252713689823796,3
LIVINGAREA_MEDI,0.01729283595260695,3
NONLIVINGAPARTMENTS_MEDI,0.010367896733555024,3
NONLIVINGAREA_MEDI,-0.006463955945483582,3
TOTALAREA_MODE,-0.0016058122727000512,3
OBS_30_CNT_SOCIAL_CIRCLE,0.0506205089720754,3
DEF_30_CNT_SOCIAL_CIRCLE,0.05553769757909821,3
OBS_60_CNT_SOCIAL_CIRCLE,-0.06385061430903283,3
DEF_60_CNT_SOCIAL_CIRCLE,0.03158288625325742,3
DAYS_LAST_PHONE_CHANGE,0.05735977909105134,3
FLAG_DOCUMENT_2,0.021428718272770167,3
FLAG_DOCUMENT_3,0.21283497563945095,3
FLAG_DOCUMENT_4,-0.05339779409790054,3
FLAG_DOCUMENT_5,0.05251281866153474,3
FLAG_DOCUMENT_6,0.11670507247343449,3
FLAG_DOCUMENT_7,0.0036492189288365013,3
FLAG_DOCUMENT_8,0.0808902895559116,3
FLAG_DOCUMENT_9,0.014824697315575315,3
FLAG_DOCUMENT_10,-0.032834716959778326,3
FLAG_DOCUMENT_11,-0.006292964299224868,3
FLAG_DOCUMENT_12,-0.008866261526200448,3
FLAG_DOCUMENT_13,-0.03901143270702471,3
FLAG_DOCUMENT_14,-0.033936922295406693,3
FLAG_DOCUMENT_15,-0.0184466213206944,3
FLAG_DOCUMENT_16,-0.04737904530871791,3
FLAG_DOCUMENT_17,-0.008898386890815275,3
FLAG_DOCUMENT_18,-0.04479746752101228,3
FLAG_DOCUMENT_19,-0.0031381100861163622,3
FLAG_DOCUMENT_20,0.005480345832256282,3
FLAG_DOCUMENT_21,-0.0034560156666891386,3
AMT_REQ_CREDIT_BUREAU_HOUR,-0.006421699864102939,3
AMT_REQ_CREDIT_BUREAU_DAY,0.014367354988237312,3
AMT_REQ_CREDIT_BUREAU_WEEK,-0.013480412683165348,3
AMT_REQ_CREDIT_BUREAU_MON,-0.032637337876696974,3
AMT_REQ_CREDIT_BUREAU_QRT,-0.047430227609316845,3
AMT_REQ_CREDIT_BUREAU_YEAR,-0.025969876840489195,3
AMT_ANNUITY_NA,-0.0442820927611784,3
AMT_GOODS_PRICE_NA,0.019677062752426113,3
AGE_YEARS,-0.03804159192512798,3
CREDIT_INCOME_RATIO,0.016708491173389926,3
BUREAU_AMT_CREDIT_SUM_SUM,-0.08672975110427085,3
BUREAU_AMT_CREDIT_SUM_MEAN,-0.028839176936830108,3
BUREAU_AMT_CREDIT_SUM_MAX,-0.0038214581570118335,3
BUREAU_AMT_CREDIT_SUM_MIN,-0.00021512082543645214,3
BUREAU_AMT_CREDIT_SUM_STD,-0.04480433862910085,3
BUREAU_AMT_CREDIT_SUM_DEBT_SUM,0.278642964504742,3
BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,-0.018946489696905107,3
BUREAU_AMT_CREDIT_SUM_DEBT_MAX,-0.312726938425214,3
BUREAU_AMT_CREDIT_SUM_DEBT_MIN,0.04914634245466588,3
BUREAU_AMT_CREDIT_SUM_DEBT_STD,0.10931073029568082,3
BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,0.01132931588609892,3
BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,0.039878958845645365,3
BUREAU_AMT_CREDIT_SUM_LIMIT_MAX,0.008361194226585739,3
BUREAU_AMT_CREDIT_SUM_LIMIT_MIN,-0.05146323942098272,3
BUREAU_AMT_CREDIT_SUM_LIMIT_STD,-0.10292428831477402,3
BUREAU_AMT_ANNUITY_SUM,-0.008085865884182352,3
BUREAU_AMT_ANNUITY_MEAN,0.002794347983586054,3
BUREAU_AMT_ANNUITY_MAX,0.05688458515099925,3
BUREAU_AMT_ANNUITY_MIN,-0.014083444903630313,3
BUREAU_AMT_ANNUITY_STD,-0.04897324198420506,3
BUREAU_CREDIT_ACTIVE_NUNIQUE,-0.02366380329642013,3
BUREAU_CREDIT_ACTIVE_<LAMBDA_0>,0.10889271735731146,3
PREV_AMT_ANNUITY_SUM,-0.14285807332476969,3
PREV_AMT_ANNUITY_MEAN,-0.079580920304117,3
PREV_AMT_ANNUITY_MAX,-0.1865338658594583,3
PREV_AMT_ANNUITY_MIN,-0.0002638216553304052,3
PREV_AMT_ANNUITY_STD,0.10158035433245836,3
PREV_AMT_APPLICATION_SUM,0.011135139610268656,3
PREV_AMT_APPLICATION_MEAN,0.05959442311404077,3
PREV_AMT_APPLICATION_MAX,0.06485691845668061,3
PREV_AMT_APPLICATION_MIN,-0.06583984172368057,3
PREV_AMT_APPLICATION_STD,-0.14291637085641887,3
PREV_AMT_CREDIT_SUM,0.0565094129735884,3
PREV_AMT_CREDIT_MEAN,0.07884930806364412,3
PREV_AMT_CREDIT_MAX,0.1776014174256842,3
PREV_AMT_CREDIT_MIN,-0.025522941209811717,3
PREV_AMT_CREDIT_STD,-0.045382856599884204,3
PREV_AMT_DOWN_PAYMENT_SUM,-0.055257499331982825,3
PREV_AMT_DOWN_PAYMENT_MEAN,-0.06034278873173392,3
PREV_AMT_DOWN_PAYMENT_MAX,-0.14860360674867598,3
PREV_AMT_DOWN_PAYMENT_MIN,0.1006343341372039,3
PREV_AMT_DOWN_PAYMENT_STD,0.18337386923182503,3
PREV_NAME_CONTRACT_STATUS_<LAMBDA>,0.14076254771819505,3
PREV_DAYS_DECISION_MIN,0.05531667215222891,3
PREV_DAYS_DECISION_MAX,0.019465900699246176,3
INST_DAYS_LATE_MEAN,0.0029067814386061217,3
INST_DAYS_LATE_MAX,-0.011007189540748379,3
INST_DAYS_LATE_SUM,-0.00021864744996034945,3
INST_DAYS_LATE_STD,0.014471257968019522,3
INST_LATE_FLAG_SUM,0.02228614544528281,3
INST_LATE_FLAG_MEAN,0.18598694379272523,3
INST_AMT_PAYMENT_SUM,-0.00586410484877619,3
INST_AMT_PAYMENT_MEAN,-0.037689343829032246,3
INST_AMT_PAYMENT_MAX,0.13014407417853097,3
CC_CC_UTIL_MEAN,-0.01119833518249492,3
CC_CC_UTIL_MAX,0.019132957333879694,3
CC_CC_UTIL_STD,-0.034282418162516225,3
CC_AMT_BALANCE_MEAN,0.061795616447106363,3
CC_AMT_BALANCE_MAX,0.07287579792783296,3
CC_SK_ID_PREV_NUNIQUE,-0.0006066002003094726,3
CC_SK_ID_PREV_COUNT,-0.044312914838811085,3
POS_MONTHS_BALANCE_MIN,0.08197554095500065,3
POS_MONTHS_BALANCE_MAX,-0.0837420912587255,3
POS_MONTHS_BALANCE_COUNT,0.04187088489269938,3
POS_NAME_CONTRACT_STATUS_<LAMBDA>,-0.0999605370211295,3
CREDIT_TO_INCOME,0.016708491173389926,3
ANNUITY_TO_INCOME,0.07653192836286356,3
EMPLOYED_YEARS,-0.07750011330500357,3
NAME_CONTRACT_TYPE_Cash_loans,-0.029705274060937915,3
NAME_CONTRACT_TYPE_Revolving_loans,0.029705274060942293,3
NAME_CONTRACT_TYPE_nan,0.0,3
CODE_GENDER_F,-0.1084245351895939,3
CODE_GENDER_M,0.10854037224020527,3
CODE_GENDER_XNA,-0.019157457951893917,3
CODE_GENDER_nan,0.0,3
FLAG_OWN_CAR_N,0.0966080267763565,3
FLAG_OWN_CAR_Y,-0.09660802677633633,3
FLAG_OWN_CAR_nan,0.0,3
FLAG_OWN_REALTY_N,-0.0007850687385978045,3
FLAG_OWN_REALTY_Y,0.000785068738598136,3
FLAG_OWN_REALTY_nan,0.0,3
NAME_TYPE_SUITE_Children,0.006516501986710708,3
NAME_TYPE_SUITE_Family,-0.0026135745143463325,3
NAME_TYPE_SUITE_Group_of_people,-0.008019326112498852,3
NAME_TYPE_SUITE_Other_A,-0.0019126478652218806,3
NAME_TYPE_SUITE_Other_B,0.008890139882601596,3
NAME_TYPE_SUITE_Spouse_partner,-0.009035822064503244,3
NAME_TYPE_SUITE_Unaccompanied,0.007233570491634575,3
NAME_TYPE_SUITE_nan,-0.019358366985100295,3
NAME_INCOME_TYPE_Businessman,-0.03491502975872796,3
NAME_INCOME_TYPE_Commercial_associate,0.01038685859725698,3
NAME_INCOME_TYPE_Maternity_leave,0.010736593344329609,3
NAME_INCOME_TYPE_Pensioner,-0.07013784573020035,3
NAME_INCOME_TYPE_State_servant,-0.032048587426690575,3
NAME_INCOME_TYPE_Student,-0.057837235788730804,3
NAME_INCOME_TYPE_Unemployed,0.014277646261208879,3
NAME_INCOME_TYPE_Working,0.06259823845845174,3
NAME_INCOME_TYPE_nan,0.0,3
NAME_EDUCATION_TYPE_Academic_degree,-0.033818374718065564,3
NAME_EDUCATION_TYPE_Higher_education,-0.07911955687852104,3
NAME_EDUCATION_TYPE_Incomplete_higher,-0.009576608966225515,3
NAME_EDUCATION_TYPE_Lower_secondary,0.02696206097425606,3
NAME_EDUCATION_TYPE_Secondary__secondary_special,0.07376893997500997,3
NAME_EDUCATION_TYPE_nan,0.0,3
NAME_FAMILY_STATUS_Civil_marriage,0.031289739896436054,3
NAME_FAMILY_STATUS_Married,-0.048037827719717006,3
NAME_FAMILY_STATUS_Separated,0.025286668625168436,3
NAME_FAMILY_STATUS_Single__not_married,0.022600390978959318,3
NAME_FAMILY_STATUS_Unknown,-0.01914387018488741,3
NAME_FAMILY_STATUS_Widow,-0.0016050760960883116,3
NAME_FAMILY_STATUS_nan,0.0,3
NAME_HOUSING_TYPE_Co-op_apartment,0.0013971497371734055,3
NAME_HOUSING_TYPE_House__apartment,-0.012630225216720919,3
NAME_HOUSING_TYPE_Municipal_apartment,0.02424202338748578,3
NAME_HOUSING_TYPE_Office_apartment,-0.01609382957200473,3
NAME_HOUSING_TYPE_Rented_apartment,0.01057426680213351,3
NAME_HOUSING_TYPE_With_parents,-0.002223086763685392,3
NAME_HOUSING_TYPE_nan,0.0,3
WEEKDAY_APPR_PROCESS_START_FRIDAY,0.0032155250552995097,3
WEEKDAY_APPR_PROCESS_START_MONDAY,-0.012366646681431413,3
WEEKDAY_APPR_PROCESS_START_SATURDAY,-0.010685450430127887,3
WEEKDAY_APPR_PROCESS_START_SUNDAY,-0.019720248083094943,3
WEEKDAY_APPR_PROCESS_START_THURSDAY,0.0019831487206360505,3
WEEKDAY_APPR_PROCESS_START_TUESDAY,0.016646288621862005,3
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.010874751392778242,3
WEEKDAY_APPR_PROCESS_START_nan,0.0,3
FONDKAPREMONT_MODE_not_specified,0.008710471519011873,3
FONDKAPREMONT_MODE_org_spec_account,-0.01000921780384906,3
FONDKAPREMONT_MODE_reg_oper_account,0.008095536673619532,3
FONDKAPREMONT_MODE_reg_oper_spec_account,-0.013968914557514828,3
FONDKAPREMONT_MODE_nan,-0.0012419709557756394,3
HOUSETYPE_MODE_block_of_flats,0.012020449499563301,3
HOUSETYPE_MODE_specific_housing,0.01093479199484926,3
HOUSETYPE_MODE_terraced_house,0.0001891589126828294,3
HOUSETYPE_MODE_nan,-0.013569376167127292,3
WALLSMATERIAL_MODE_Block,0.003307109838574009,3
WALLSMATERIAL_MODE_Mixed,0.011767439759808927,3
WALLSMATERIAL_MODE_Monolithic,0.0025667666339780014,3
WALLSMATERIAL_MODE_Others,0.013946239971520702,3
WALLSMATERIAL_MODE_Panel,0.0043596657054951705,3
WALLSMATERIAL_MODE_Stone_brick,0.04482861075640204,3
WALLSMATERIAL_MODE_Wooden,-0.0020550484100871594,3
WALLSMATERIAL_MODE_nan,-0.045197617915302385,3
EMERGENCYSTATE_MODE_No,-0.02656414121786745,3
EMERGENCYSTATE_MODE_Yes,-0.0042705678229206,3
EMERGENCYSTATE_MODE_nan,0.02732500090188238,3
OCCUPATION_TYPE_FE,-0.02014226205020342,3
ORGANIZATION_TYPE_FE,0.0454051257473152,3
CNT_CHILDREN,0.01953880905506977,4
AMT_INCOME_TOTAL,0.13548874400698807,4
AMT_CREDIT,0.812825133666589,4
AMT_ANNUITY,0.08026826746408525,4
AMT_GOODS_PRICE,-0.8875296411491307,4
REGION_POPULATION_RELATIVE,0.034223941899616486,4
DAYS_BIRTH,0.037764221488908775,4
DAYS_EMPLOYED,0.08005222147379498,4
DAYS_REGISTRATION,0.031759062628213305,4
DAYS_ID_PUBLISH,0.05994216055568478,4
OWN_CAR_AGE,0.06324645782846268,4
FLAG_MOBIL,0.011535738310867034,4
FLAG_EMP_PHONE,-0.010179463697346694,4
FLAG_WORK_PHONE,0.05824610206541565,4
FLAG_CONT_MOBILE,-0.007946587342877247,4
FLAG_PHONE,-0.044637858181959096,4
FLAG_EMAIL,-0.015212791524733864,4
CNT_FAM_MEMBERS,-0.004143922068156807,4
REGION_RATING_CLIENT,-0.011220634703533383,4
REGION_RATING_CLIENT_W_CITY,0.08893794373610074,4
HOUR_APPR_PROCESS_START,-0.014007639682076424,4
REG_REGION_NOT_LIVE_REGION,-0.03619483831468874,4
REG_REGION_NOT_WORK_REGION,0.03782113599154605,4
LIVE_REGION_NOT_WORK_REGION,-0.04063518220047549,4
REG_CITY_NOT_LIVE_CITY,0.059718015820414604,4
REG_CITY_NOT_WORK_CITY,-0.025067498925551716,4
LIVE_CITY_NOT_WORK_CITY,0.021544526732830853,4
EXT_SOURCE_1,-0.07383081320503175,4
EXT_SOURCE_2,-0.3856634822251354,4
EXT_SOURCE_3,-0.38830668442326893,4
APARTMENTS_AVG,-0.00331385512629081,4
BASEMENTAREA_AVG,-0.002999738970463752,4
YEARS_BEGINEXPLUATATION_AVG,-0.012079373417636534,4
YEARS_BUILD_AVG,-0.012391538849418285,4
COMMONAREA_AVG,0.0018043439763070785,4
ELEVATORS_AVG,0.0051722149390284085,4
ENTRANCES_AVG,-0.0030643557875205574,4
FLOORSMAX_AVG,0.10767785348523166,4
FLOORSMIN_AVG,0.005179128066480736,4
LANDAREA_AVG,-0.0014455698871340113,4
LIVINGAPARTMENTS_AVG,-0.017979989055049446,4
LIVINGAREA_AVG,0.019642385517537796,4
NONLIVINGAPARTMENTS_AVG,0.004119405923895742,4
NONLIVINGAREA_AVG,-0.004939033475338104,4
APARTMENTS_MODE,-0.0033254467128984943,4
BASEMENTAREA_MODE,-0.002989392932639006,4
YEARS_BEGINEXPLUATATION_MODE,0.028541134624684644,4
YEARS_BUILD_MODE,-0.012475512987618847,4
COMMONAREA_MODE,0.0018021394727353811,4
ELEVATORS_MODE,0.0052489483238290025,4
ENTRANCES_MODE,-0.0030687736355786512,4
FLOORSMAX_MODE,-0.07398366899385414,4
FLOORSMIN_MODE,0.005178718914009686,4
LANDAREA_MODE,-0.0015390667462180303,4
LIVINGAPARTMENTS_MODE,-0.017991861977693646,4
LIVINGAREA_MODE,0.019589463329960193,4
NONLIVINGAPARTMENTS_MODE,0.004159586273039131,4
NONLIVINGAREA_MODE,-0.005050987423497916,4
APARTMENTS_MEDI,-0.0033497528444074976,4
BASEMENTAREA_MEDI,-0.0029662217106067273,4
YEARS_BEGINEXPLUATATION_MEDI,-0.027293905655524867,4
YEARS_BUILD_MEDI,-0.012432844247818904,4
COMMONAREA_MEDI,0.0017784773541525511,4
ELEVATORS_MEDI,0.005138038901583784,4
ENTRANCES_MEDI,-0.0030918884707407616,4
FLOORSMAX_MEDI,-0.05226560730427902,4
FLOORSMIN_MEDI,0.005172007003891156,4
LANDAREA_MEDI,-0.0015103677014957804,4
LIVINGAPARTMENTS_MEDI,-0.01796192337722786,4
LIVINGAREA_MEDI,0.019595717364849694,4
NONLIVINGAPARTMENTS_MEDI,0.004125920288405774,4
NONLIVINGAREA_MEDI,-0.005000527034370391,4
TOTALAREA_MODE,0.006717065418314901,4
OBS_30_CNT_SOCIAL_CIRCLE,0.0996742715074173,4
DEF_30_CNT_SOCIAL_CIRCLE,0.05300362343139836,4
OBS_60_CNT_SOCIAL_CIRCLE,-0.09931796570198714,4
DEF_60_CNT_SOCIAL_CIRCLE,0.022270888798582564,4
DAYS_LAST_PHONE_CHANGE,0.056360803036296855,4
FLAG_DOCUMENT_2,0.020442095098842747,4
FLAG_DOCUMENT_3,0.17870313369432536,4
FLAG_DOCUMENT_4,-0.052036069461180966,4
FLAG_DOCUMENT_5,0.027892953339527883,4
FLAG_DOCUMENT_6,0.09038913589758836,4
FLAG_DOCUMENT_7,-0.005827080371549447,4
FLAG_DOCUMENT_8,0.054567712171594625,4
FLAG_DOCUMENT_9,0.0108388024373179,4
FLAG_DOCUMENT_10,-0.03856051099585252,4
FLAG_DOCUMENT_11,-0.011349227169868819,4
FLAG_DOCUMENT_12,-0.012737414158106216,4
FLAG_DOCUMENT_13,-0.06480639071030585,4
FLAG_DOCUMENT_14,-0.03619755292900462,4
FLAG_DOCUMENT_15,-0.020414973117215428,4
FLAG_DOCUMENT_16,-0.03145289063476662,4
FLAG_DOCUMENT_17,-0.10788170166258929,4
